part_number,description
17220-REZ-A00,"Part Number: 17220-REZ-A00  
Name: ELEMENT ASSY AIR  
Application: Honda Element, Fit, HR-V, Passport, S2000 (2018)  
Condition: New  
Technical Specs: Genuine OEM part, designed for optimal airflow and engine performance, high-quality filtration material.  
Fitment Details: Direct fit for specified Honda models; replacement part for air intake systems.  
Notable Features: Uniquely engineered to meet Honda's stringent standards, ensuring enhanced engine efficiency and longevity. Each unit arrives in original packaging for authenticity and ease of installation."
17220-RJE-A10,"Part Number: 17220-RJE-A10  
Name: ELEMENT ASSY AIR  
Application: Honda Crosstour, Passport, Pilot (2014)  
Condition: New  
Technical Specs: OEM replacement; designed for optimal airflow and filtration efficiency; dimensions matched to factory specifications.  
Fitment Details: Direct fit for 2014 Honda Crosstour, Passport, and Pilot models; replaces original equipment parts seamlessly.  
Notable Features: Genuine Honda part for enhanced reliability; ensures engine protection by trapping contaminants; factory-tested for performance consistency."
17220-RN0-A00,"Part Number: 17220-RN0-A00  
Name: ELEMENT ASSY CLEA  
Application: Honda Odyssey (2010)  
Condition: New  
Technical Specs: Genuine OEM part; designed for optimal airflow and engine efficiency; constructed to meet stringent Honda standards.  
Fitment Details: Direct fit for 2010 Honda Odyssey; replaces worn or damaged air filter elements to ensure proper filtration and performance.  
Notable Features: Contains high-efficiency pleated filter design; enhances engine performance and fuel efficiency; ensures better engine protection by capturing dirt and contaminants effectively."
17220-RNA-A00,"Part Number: 17220-RNA-A00  
Name: ELEMENT ASSY AIR  
Application: Honda Element, Fit, Insight, Ridgeline, S2000 (2013-2017)  
Condition: New  
Technical Specs: Genuine OEM part, designed for optimal airflow and engine performance, dimensions compatible with factory specifications.  
Fitment Details: Direct fit for all specified Honda models from 2013 to 2017, ensuring seamless integration.  
Notable Features: High-efficiency design for improved air filtration, reducing contaminants for enhanced engine longevity. Original packaging included."
17220-RV0-A00,"**Part Number:** 17220-RV0-A00  
**Name:** ELEMENT ASSY CLEA  
**Application:** Honda Crosstour (2015-2023)  
**Condition:** New  
**Technical Specs:** Genuine OEM part, High filtration efficiency, Lightweight design, Dimensions: [specific dimensions may be included if available].  
**Fitment Details:** Fits seamlessly in Honda Crosstour models across the specified year range.  
**Notable Features:** Designed for optimal performance and longevity, ensuring clean engine intake for improved fuel efficiency and engine life."
17220-RZA-000,"Part Number: 17220-RZA-000  
Name: ELEMENT ASSY AIR  
Application: Honda CR-Z, Civic, Insight (2020-2023)  
Condition: New  
Technical Specs: OEM air filter element, designed to efficiently filter air intake, ensuring optimal engine performance.  
Fitment Details: Compatible with 2020-2023 Honda CR-Z, Civic, and Insight models.  
Notable Features: Genuine OEM part, ensures proper fit and performance, enhances engine longevity, packaged in original box for quality assurance.  

Ideal for maintaining engine efficiency and air quality in Honda models."
17225-R1A-A01,"Part Number: 17225-R1A-A01  
Name: TUBE AIR FLOW  
Application: Honda Accord, CR-V, CR-Z, Clarity, S2000 (2021)  
Condition: New  
Technical Specs: OEM specifications, dimensions optimized for airflow efficiency, lightweight construction for reduced lag, durable material ensuring longevity  
Fitment Details: Direct fit for specified Honda models of 2021, replaces worn or damaged air flow tubes for optimal engine performance  
Notable Features: Genuine Honda part, ensuring reliability and compatibility with advanced engine management systems to enhance vehicle efficiency."
17228-RN0-A00,"Part Number: 17228-RN0-A00  
Name: TUBE AIR FLOW  
Application: Honda Clarity, Passport, S2000 (2023)  
Condition: New  
Technical Specs: Made from durable materials, designed for optimal air flow; OEM specifications ensure precise fit and function.  
Fitment Details: Compatible with Honda Clarity, Passport, and S2000 models from the year 2023; direct replacement for factory-installed part.  
Notable Features: Engineered for efficiency and performance, this tube helps regulate air intake and enhance engine responsiveness."
17230-5BA-A00,"Part Number: 17230-5BA-A00  
Name: CHAMBER ASSY RES  
Application: Honda Odyssey, 2016  
Condition: New  
Technical Specs: Genuine OEM part, pressure-resistant, designed to maintain optimal fluid levels, high-grade materials for durability.  
Fitment Details: Specifically engineered to fit 2016 Honda Odyssey models, ensuring exact compatibility.  
Notable Features: Original equipment manufacturer quality assurance, engineered for precise function in vehicle’s hydraulic system, factory tested for reliability and performance."
17670-T3W-A01,"Part Number: 17670-T3W-A01  
Name: CAP COMP FUEL FIL  
Application: Honda Pilot, 2014-2018  
Condition: New  
Technical Specs: OEM quality, designed for secure fuel tank sealing, prevents evaporation and contamination.  
Fitment Details: Compatible with Honda Pilot models from 2014 to 2018; direct replacement for factory-installed cap.  
Notable Features: Genuine OEM part ensures perfect fit and durability; includes original packaging for authentic product integrity."
18115-R70-A01,"Part Number: 18115-R70-A01  
Name: GSKT EXH CHAMBER  
Application: Honda CR-V, CR-Z, Crosstour, Fit, HR-V (2017)  
Condition: New  
Technical Specs: OE genuine gasket, designed for exhaust chamber sealing, resistant to high temperatures, provides optimal exhaust flow.  
Fitment Details: Compatible with specified Honda models from 2017, ensuring proper sealing and efficiency in exhaust system.  
Notable Features: Original equipment manufacturer's part, manufactured to exact specifications for reliability and performance, enhances vehicle's exhaust efficiency."
18212-SA7-003,"Part Number: 18212-SA7-003  
Name: GASKET EXH PIPE  
Application: Honda CR-Z, Insight, Odyssey (2018-2021)  
Condition: New  
Technical Specs: High-temperature resistant material; OEM specification compliant.  
Fitment Details: Designed specifically for exhaust pipe applications in the mentioned Honda models, ensuring proper sealing and performance.  
Notable Features: Genuine OEM part guarantees exact fit and durability, reducing the risk of exhaust leakage. Ideal for maintaining vehicle integrity and performance."
18229-SNE-A01,"Part Number: 18229-SNE-A01  
Name: GASKET FLEX EXH  
Application: Honda Accord, Civic, Odyssey (2014-2020)  
Condition: New  
Technical Specs: OEM genuine part, designed for exhaust system flexibility and sealing.  
Fitment Details: Compatible with Honda models from 2014 to 2020, ensuring optimal exhaust flow and minimal leak potential.  
Notable Features: Made from high-quality materials for durability and resistance to heat, providing a reliable seal under high-pressure conditions. Ideal for maintaining exhaust integrity and performance in multiple Honda models."
18303-SM4-020,"Part Number: 18303-SM4-020  
Name: GASKET SILENCER  
Application: Honda CR-V, Clarity, Insight (2010-2023)  
Condition: New  
Technical Specs: Genuine OEM part, designed for optimal exhaust sealing, resistant to heat and pressure.  
Fitment Details: Compatible with Honda models from 2010 through 2023, ensuring proper fitment for exhaust system maintenance.  
Notable Features: Engineered for durability and reliability, this gasket provides a leak-proof seal that enhances engine performance and reduces emissions."
19200-RDV-J01,"Part Number: 19200-RDV-J01  
Name: PUMP COMP WATER  
Application: Honda CR-V, Clarity, Element, Passport, Ridgeline (2019)  
Condition: New  
Technical Specs: OEM specifications, high-efficiency water circulation, durable construction.  
Fitment Details: Compatible with 2019 Honda models listed; replaces original part without modification.  
Notable Features: Genuine Honda part ensures optimal performance and longevity, designed for precise fitment and reliable operation in demanding driving conditions."
194,"Part Number: 194  
Name: BULB - 194  
Application: Honda Insight, 2013  
Condition: New  
Technical Specs: Type: Halogen; Voltage: 12V; Wattage: 3W; Base Type: W3.5d  
Fitment Details: Direct fit for 2013 Honda Insight; replaces OEM part for optimal performance.  
Notable Features: Genuine OEM part ensures optimal brightness and longevity; packaged in original box for quality assurance.  

Perfect for replacement or upgrade, maintaining factory specifications for safety and reliability. "
19411-P8A-A03,"Part Number: 19411-P8A-A03  
Name: GSKT FR WATER PAS  
Application: Honda Civic, 2020-2021  
Condition: New  
Technical Specs: Genuine OEM part, material: rubber, dimensions: OEM specifications  
Fitment Details: Designed specifically for front water passage; 100% fitment to OEM specifications ensures optimal performance and reliability.  
Notable Features: Provides a secure seal to prevent leaks, ensuring efficient cooling system operation; packaged in original OEM box for guaranteed authenticity and quality."
19412-P8A-A02,"Part Number: 19412-P8A-A02  
Name: Gasket RR Water Passage  
Application: Honda HR-V, 2023  
Condition: New  
Technical Specs: OEM specification, designed for efficient sealing, durable construction  
Fitment Details: Fits directly into the rear water passage system of the 2023 Honda HR-V, ensuring proper coolant flow  
Notable Features: Genuine Honda part, ensures compatibility and reliability, helps prevent leaks and overheating issues.  

Quantity available: 2 units at $5.51 each."
19710-5PA-A01,"Part Number: 19710-5PA-A01  
Name: INTERCOOLER COMP  
Application: Honda S2000 (2016)  
Condition: New  
Technical Specs: Core size: [specification], Material: Aluminum, Inlet/Outlet diameters: [specification]  
Fitment Details: Designed specifically for the 2016 Honda S2000 to enhance engine performance and cooling efficiency.  
Notable Features: Genuine OEM part ensures perfect fit and reliability; engineered to meet exacting performance standards for optimal vehicle operation.  

(Note: Replace placeholders with actual specifications if available.)"
